1,175
2,9.99
3,6.38
4,4.02
5,0.14
6,0.47
7,0.28
8,0.51
9,5.5
10,1.2
11,0.12
12,0.25
13,0.19
14,0.128
15,0.11
16,0.1
17,0.11
18,0.024
19,0.037
20,0.036
21,0.018
22,0.036
23,0.02
24,0.037
25,0.025
26,0.17
27,0.12
