10, 1.377996, 0.106515
11, 0.541013, 0.179711
12, 0.539891, 0.268744
13, 0.799987, 0.240466
14, -0.000000, 0.000000
16, -0.765815, 0.102106
17, -0.089648, 0.290497
18, -0.468871, 0.353617
19, -0.336801, 0.411785
20, -0.672686, 0.412147
21, -0.751524, 0.429708
24, 0.155725, 0.192431
25, 0.257159, 0.288327
